ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0316693707,Kiss the Girls,James Patterson,1995,Little Brown and Company,http://images.amazon.com/images/P/0316693707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693707.01.LZZZZZZZ.jpg
0679781307,The Reader,Carol Brown Janeway,1998,Random House Inc,http://images.amazon.com/images/P/0679781307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679781307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679781307.01.LZZZZZZZ.jpg
0451169514,It,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451169514.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451169514.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451169514.01.LZZZZZZZ.jpg
0670835382,Four Past Midnight,Stephen King,1990,Viking Books,http://images.amazon.com/images/P/0670835382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670835382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670835382.01.LZZZZZZZ.jpg
0374115370,The Bonfire of the Vanities,Tom Wolfe,1990,Farrar Straus Giroux,http://images.amazon.com/images/P/0374115370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374115370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374115370.01.LZZZZZZZ.jpg
0671702505,The Gift,Julie Garwood,1991,Pocket,http://images.amazon.com/images/P/0671702505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671702505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671702505.01.LZZZZZZZ.jpg
0679431136,Congo,Michael Crichton,1994,Random House Trade,http://images.amazon.com/images/P/0679431136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679431136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679431136.01.LZZZZZZZ.jpg
0785787828,Contact,Carl Sagan,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785787828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785787828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785787828.01.LZZZZZZZ.jpg
0440408091,Journey,PATRICIA MACLACHLAN,1993,Yearling,http://images.amazon.com/images/P/0440408091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440408091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440408091.01.LZZZZZZZ.jpg
0449700895,Homecoming,Cynthia Voigt,1983,Fawcett Books,http://images.amazon.com/images/P/0449700895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449700895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449700895.01.LZZZZZZZ.jpg
067187036X,Fahrenheit 451,Ray Bradbury,1993,Simon &amp; Schuster,http://images.amazon.com/images/P/067187036X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067187036X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067187036X.01.LZZZZZZZ.jpg
0312971125,Crazy for You,Jennifer Crusie,2000,St. Martin's Press,http://images.amazon.com/images/P/0312971125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971125.01.LZZZZZZZ.jpg
0842329110,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1995,Tyndale House Publishers,http://images.amazon.com/images/P/0842329110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329110.01.LZZZZZZZ.jpg
0060158638,The Bean Trees,Barbara Kingsolver,1988,Harpercollins,http://images.amazon.com/images/P/0060158638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060158638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060158638.01.LZZZZZZZ.jpg
037541178X,While I Was Gone,SUE MILLER,2000,Ballantine Books,http://images.amazon.com/images/P/037541178X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037541178X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037541178X.01.LZZZZZZZ.jpg
0446353957,Mirror Image,Sandra Brown,1990,Warner Books,http://images.amazon.com/images/P/0446353957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446353957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446353957.01.LZZZZZZZ.jpg
0425119920,Strangers,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425119920.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425119920.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425119920.01.LZZZZZZZ.jpg
0670858692,Rose Madder,Stephen King,1995,Viking Books,http://images.amazon.com/images/P/0670858692.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670858692.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670858692.01.LZZZZZZZ.jpg
0553574035,The Edge,Mark Olshaker,1995,Bantam Books,http://images.amazon.com/images/P/0553574035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574035.01.LZZZZZZZ.jpg
0446523364,Riptide,Douglas Preston,1998,Warner Books,http://images.amazon.com/images/P/0446523364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446523364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446523364.01.LZZZZZZZ.jpg
0151191530,The Color Purple,Alice Walker,1982,Harcourt Inc,http://images.amazon.com/images/P/0151191530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151191530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151191530.01.LZZZZZZZ.jpg
038077139X,Secrets,Brenda Joyce,1993,Avon,http://images.amazon.com/images/P/038077139X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038077139X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038077139X.01.LZZZZZZZ.jpg
0394513924,Congo,Michael Crichton,1980,Random House Inc,http://images.amazon.com/images/P/0394513924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394513924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394513924.01.LZZZZZZZ.jpg
0618129111,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0618129111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618129111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618129111.01.LZZZZZZZ.jpg
1568652860,Invasion,Robin Cook,1997,Doubleday Books,http://images.amazon.com/images/P/1568652860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568652860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568652860.01.LZZZZZZZ.jpg
0684841177,Deja Dead,Kathy Reichs,1997,Scribner,http://images.amazon.com/images/P/0684841177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684841177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684841177.01.LZZZZZZZ.jpg
0671638688,It's Always Something,Gilda Radner,1989,Simon &amp; Schuster,http://images.amazon.com/images/P/0671638688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671638688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671638688.01.LZZZZZZZ.jpg
0525938028,A Case of Need,Michael Crichton,1993,Penguin USA,http://images.amazon.com/images/P/0525938028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525938028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525938028.01.LZZZZZZZ.jpg
0553289721,Mercy,David Lindsey,1991,Bantam Books,http://images.amazon.com/images/P/0553289721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289721.01.LZZZZZZZ.jpg
0671043811,We'll Meet Again,Mary Higgins Clark,1999,Audioworks,http://images.amazon.com/images/P/0671043811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671043811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671043811.01.LZZZZZZZ.jpg
0786006587,When the Wind Blows,Zachary Alan Fox,1999,Pinnacle Books,http://images.amazon.com/images/P/0786006587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786006587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786006587.01.LZZZZZZZ.jpg
1931056323,The Bonesetter's Daughter,Amy Tan,2001,New Millennium Audio,http://images.amazon.com/images/P/1931056323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931056323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931056323.01.LZZZZZZZ.jpg
0451161394,Beloved,Toni Morrison,1991,New Amer Library,http://images.amazon.com/images/P/0451161394.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451161394.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451161394.01.LZZZZZZZ.jpg
0451410491,Insomnia,Robert Westbrook,2002,Onyx Books,http://images.amazon.com/images/P/0451410491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410491.01.LZZZZZZZ.jpg
1568654243,Contact,Carl Sagan,1997,Doubleday Books,http://images.amazon.com/images/P/1568654243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568654243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568654243.01.LZZZZZZZ.jpg
0590460307,Wuthering Heights,Emily Bronte,1992,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590460307.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590460307.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590460307.01.LZZZZZZZ.jpg
0671027352,Angels &amp; Demons,Dan Brown,2000,Atria,http://images.amazon.com/images/P/0671027352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027352.01.LZZZZZZZ.jpg
0679432019,Moo,Jane Smiley,1995,Random House Trade,http://images.amazon.com/images/P/0679432019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679432019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679432019.01.LZZZZZZZ.jpg
069452008X,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1998,HarperAudio,http://images.amazon.com/images/P/069452008X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/069452008X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/069452008X.01.LZZZZZZZ.jpg
0451139755,Pet Sematary,Stephen King,1985,New Amer Library,http://images.amazon.com/images/P/0451139755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451139755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451139755.01.LZZZZZZZ.jpg
0385315066,The Return Journey,Maeve Binchy,1998,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385315066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385315066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385315066.01.LZZZZZZZ.jpg
0749320346,The Bridges of Madison County,Robert James Waller,1995,Mandarin,http://images.amazon.com/images/P/0749320346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749320346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749320346.01.LZZZZZZZ.jpg
0451117298,Cujo,Stephen King,1982,New American Library,http://images.amazon.com/images/P/0451117298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451117298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451117298.01.LZZZZZZZ.jpg
093798650X,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1982,Donald m Grant,http://images.amazon.com/images/P/093798650X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/093798650X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/093798650X.01.LZZZZZZZ.jpg
0312022824,Silence of the Lambs,Thomas Harris,1999,St. Martin's Press,http://images.amazon.com/images/P/0312022824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312022824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312022824.01.LZZZZZZZ.jpg
0345310594,Interview with the Vampire,Anne Rice,1981,Ballantine Books,http://images.amazon.com/images/P/0345310594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345310594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345310594.01.LZZZZZZZ.jpg
0345466624,Over the Edge,JONATHAN KELLERMAN,2004,Ballantine Books,http://images.amazon.com/images/P/0345466624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345466624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345466624.01.LZZZZZZZ.jpg
0380699745,Lightning,Ed McBain,1991,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380699745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380699745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380699745.01.LZZZZZZZ.jpg
039913039X,Skeleton Crew,Stephen King,1985,Putnam Pub Group,http://images.amazon.com/images/P/039913039X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039913039X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039913039X.01.LZZZZZZZ.jpg
0452283795,Wanderlust,Chris Dyer,2003,Plume Books,http://images.amazon.com/images/P/0452283795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283795.01.LZZZZZZZ.jpg
0452284694,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,Plume Books,http://images.amazon.com/images/P/0452284694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284694.01.LZZZZZZZ.jpg
061333633X,Timeline,Michael Crichton,2001,Sagebrush Bound,http://images.amazon.com/images/P/061333633X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/061333633X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/061333633X.01.LZZZZZZZ.jpg
061826051X,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,2002,Houghton Mifflin Company,http://images.amazon.com/images/P/061826051X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/061826051X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/061826051X.01.LZZZZZZZ.jpg
0618260552,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. Tolkien,2002,Houghton Mifflin,http://images.amazon.com/images/P/0618260552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618260552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618260552.01.LZZZZZZZ.jpg
0618260595,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. Tolkien,2002,Houghton Mifflin,http://images.amazon.com/images/P/0618260595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618260595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618260595.01.LZZZZZZZ.jpg
1586211978,Violets Are Blue,James Patterson,2001,Time Warner Audio Major,http://images.amazon.com/images/P/1586211978.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586211978.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586211978.01.LZZZZZZZ.jpg
0345019520,Sphere,Michael Crichton,1993,Ballantine Books,http://images.amazon.com/images/P/0345019520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345019520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345019520.01.LZZZZZZZ.jpg
0385295944,Kaleidoscope,DANIELLE STEEL,1987,Delacorte Press,http://images.amazon.com/images/P/0385295944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385295944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385295944.01.LZZZZZZZ.jpg
0385296495,Zoya,Danielle Steel,1988,Delacorte Press,http://images.amazon.com/images/P/0385296495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385296495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385296495.01.LZZZZZZZ.jpg
044021596X,Heartbreaker,KAREN ROBARDS,1998,Dell,http://images.amazon.com/images/P/044021596X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021596X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021596X.01.LZZZZZZZ.jpg
0821753606,Whispers,Lisa Jackson,1996,Zebra Books,http://images.amazon.com/images/P/0821753606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821753606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821753606.01.LZZZZZZZ.jpg
1551668874,Heartbreaker,Linda Howard,2002,Mira,http://images.amazon.com/images/P/1551668874.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668874.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668874.01.LZZZZZZZ.jpg
0385319576,Bittersweet,Danielle Steel,1999,Delacorte Press,http://images.amazon.com/images/P/0385319576.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385319576.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385319576.01.LZZZZZZZ.jpg
0425190374,Practical Magic,Alice Hoffman,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425190374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425190374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425190374.01.LZZZZZZZ.jpg
0739416537,Dreamcatcher,Stephen King,0,Scribner,http://images.amazon.com/images/P/0739416537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739416537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739416537.01.LZZZZZZZ.jpg
0821746480,The Gift,Constance O'Day-Flannery,1994,Zebra Books,http://images.amazon.com/images/P/0821746480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821746480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821746480.01.LZZZZZZZ.jpg
1573226122,Lord of the Flies,William Golding,1997,Riverhead Books,http://images.amazon.com/images/P/1573226122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573226122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573226122.01.LZZZZZZZ.jpg
0613033191,The Deep End of the Ocean,Jacquelyn Mitchard,1999,Bt Bound,http://images.amazon.com/images/P/0613033191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613033191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613033191.01.LZZZZZZZ.jpg
0061097640,I Know This Much Is True,Wally Lamb,1999,ReganBooks,http://images.amazon.com/images/P/0061097640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097640.01.LZZZZZZZ.jpg
0451188764,Rose Madder,Stephen King,1996,New Amer Library,http://images.amazon.com/images/P/0451188764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188764.01.LZZZZZZZ.jpg
0553235109,Secrets,Anna Aaron,1983,Bantam Books,http://images.amazon.com/images/P/0553235109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553235109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553235109.01.LZZZZZZZ.jpg
0395404258,The Handmaid's Tale,Margaret Atwood,1986,Houghton Mifflin,http://images.amazon.com/images/P/0395404258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395404258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395404258.01.LZZZZZZZ.jpg
0425143295,Over the Edge,Betty Rowlands,1994,Berkley Pub Group,http://images.amazon.com/images/P/0425143295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425143295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425143295.01.LZZZZZZZ.jpg
0843950293,Violets Are Blue,Ronda Thompson,2002,Leisure Books,http://images.amazon.com/images/P/0843950293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843950293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843950293.01.LZZZZZZZ.jpg
0399146334,Easy Prey,John Sandford,2000,Putnam Berkley Audio,http://images.amazon.com/images/P/0399146334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146334.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146334.01.LZZZZZZZ.jpg
0553472348,The Chamber,John Grisham,1994,Random House Audio,http://images.amazon.com/images/P/0553472348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553472348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553472348.01.LZZZZZZZ.jpg
0373218540,Dangerous,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373218540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373218540.01.LZZZZZZZ.jpg
0385299281,Whispers,Belva Plain,1993,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385299281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385299281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385299281.01.LZZZZZZZ.jpg
0743535774,Angels &amp; Demons,Dan Brown,2003,Audioworks,http://images.amazon.com/images/P/0743535774.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743535774.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743535774.01.LZZZZZZZ.jpg
0525945563,Red Dragon,Thomas Harris,2000,Dutton Books,http://images.amazon.com/images/P/0525945563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525945563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525945563.01.LZZZZZZZ.jpg
0785700099,All Around the Town,Mary Higgins Clark,1999,Sagebrush Bound,http://images.amazon.com/images/P/0785700099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785700099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785700099.01.LZZZZZZZ.jpg
051513113X,The Edge,Dick Francis,2001,Jove Books,http://images.amazon.com/images/P/051513113X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513113X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513113X.01.LZZZZZZZ.jpg
